N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,label_encoded
0.6714285714285714,0.32142857142857145,0.16,0.48322138031301853,0.7746481443629094,0.5354722089637529,0.6803538197107313,rice,0.4865553919203581,0.5,0.37376668482968567,0.19626763872030994,0.8169643199846943,0.016727906105117027,0.6000000000000001,0.568340745087623,0.9173055225800157,0.18760764003319025,0.5,0.20290474257634983,0.5,0.30687486368126027,0.8531655359973507,20
0.42857142857142855,0.30714285714285716,0.17,0.44351506426024667,0.7704066801900776,0.5501338383992136,0.7575927373411898,rice,0.6669230684600074,0.0,0.7393051518266613,0.660954340365839,0.3614758896814587,0.8561162472385816,0.4000000000000001,0.6211830100510389,0.13327225581483185,0.4477251537421372,1.0,0.8696213506094508,0.0,0.5039318655139561,0.09323029258184806,20
0.6071428571428571,0.2357142857142857,0.18000000000000002,0.3661839184730865,0.7994314536987555,0.4267735482119608,0.9213042496937238,rice,0.11332872743665423,0.0,0.8221772885909278,0.9503057827651595,0.8549362023481573,0.8388932987302444,0.0,0.6873205504776188,0.3140831856880425,0.8802760326587704,1.0,0.2895153919574965,0.5,0.3866584522444527,0.033495991794467606,20
0.65,0.2142857142857143,0.17,0.4295071123183578,0.7717823034149283,0.5390241097382393,0.6684055565882447,rice,0.5247561293827883,0.5,0.5598658847568847,0.2803106026297572,0.1207758022780756,0.45354719076428446,0.8,0.12562370081793622,0.14453156375378123,0.16213865936077232,1.0,0.7029588214081547,1.0,0.7788971913808965,0.02089088088330221,20
0.5499999999999999,0.2357142857142857,0.155,0.37416486768681867,0.7691473446915107,0.3808790149995738,0.7341282329996196,rice,0.4925860969096233,1.0,0.6586308809518964,0.7521691060684698,0.9911544252211515,0.2539390565753555,1.0000000000000002,0.24459529628799587,0.5015073936137866,0.170535556415852,0.5,0.09674122274247043,0.0,0.8319623679622795,0.32241914839487024,20
0.6285714285714286,0.2142857142857143,0.17500000000000002,0.42335260935587826,0.8087547924039359,0.36532754794907196,0.9739123919526975,rice,0.7873766749615645,0.0,0.022233827947486517,0.5985490759096843,0.3785022013181334,0.8695846065316463,1.0000000000000002,0.5615864600257992,0.214010645249922,0.24815554875823392,0.5,0.49667926190624606,0.5,0.4982832674685998,0.07646710110946231,20
0.6357142857142857,0.2857142857142857,0.155,0.3586637590362036,0.7724423810842008,0.4568535698977121,0.5938095512598156,rice,0.3918520280288048,0.0,0.9014587834832242,0.12833222547628934,0.3691693781845058,0.7929523979523354,0.2,0.5557110295021506,0.9088628018247533,0.635285291243445,0.5,0.8656029777395228,0.0,0.03018361314651152,0.11714631194905711,20
0.5428571428571428,0.25,0.19,0.4686331625050921,0.8032666059104807,0.24344338535976673,0.7586632702353184,rice,0.3455152512727997,0.5,0.3137191944606341,0.8474844205480121,0.30158318321863753,0.3061406117563896,1.0000000000000002,0.4294569573035815,0.4369381933201801,0.13184058865981174,1.0,0.18275210413891865,1.0,0.9441917403406768,0.6683829279839335,20
0.47857142857142854,0.38571428571428573,0.18000000000000002,0.3765297279359804,0.7782643089414143,0.3900075104538634,0.6938948179925413,rice,0.19547450123641008,1.0,0.4865336303861927,0.8725794749709471,0.7733276152515707,0.4376937881605462,0.0,0.017152002681801837,0.3706593535063653,0.8529194228470822,1.0,0.46253762189918957,1.0,0.1543311666662434,0.36634077447104146,20
0.5928571428571429,0.2571428571428572,0.19,0.3508443185554795,0.7981485476264769,0.4275476591028611,0.7648542974294824,rice,0.25182339378584107,0.0,0.47968375314614775,0.051319503256419756,0.7217406173451639,0.46137908372409536,0.2,0.05604343626093855,0.710619933507135,0.12512560861595146,0.0,0.8725630367783676,1.0,0.20105191433327038,0.4217159113722621,20
0.7,0.3,0.16,0.4206087551652157,0.7824499450014114,0.6019481847749768,0.7323430612629788,rice,0.5828314180025447,1.0,0.9154990382544574,0.3589705347008792,0.3711231551080334,0.1691091999158929,0.4000000000000001,0.17819334225707179,0.6668465584370307,0.040601824964864086,1.0,0.6711542381501849,0.5,0.7717226267603705,0.4073086627256785,20
0.4714285714285714,0.34285714285714286,0.18000000000000002,0.46628537666345804,0.7730154716291151,0.6646870760899621,0.8507044990646769,rice,0.18612000713793042,0.5,0.4623741057720081,0.06440411672088889,0.8500530500992136,0.7129870009577793,0.2,0.5616564263946315,0.6696453602501272,0.7463929144175308,0.0,0.4369704241544088,0.0,0.7514196317584985,0.7475838944435438,20
0.6928571428571428,0.38571428571428573,0.19,0.5031187448826498,0.8140792476573745,0.43259742832172576,0.9022754942329804,rice,0.7760858488228488,0.0,0.004146976365350663,0.6480825253249551,0.04221566709718916,0.14604015306312124,0.2,0.3815055805868807,0.8995235489134787,0.4921220652893951,0.0,0.31661956614410275,1.0,0.805873051686904,0.44528867253180154,20
0.6928571428571428,0.32142857142857145,0.18000000000000002,0.45060642576569665,0.7732615441444746,0.5545909795550641,0.8624146825256421,rice,0.34426168236671895,0.0,0.3046911239140355,0.8146200113527763,0.3701590438916553,0.35857106765474067,0.0,0.2859163947121682,0.3410697948328593,0.9098943793733669,1.0,0.5465070118676421,0.0,0.2898163337518785,0.8996424112105763,20
0.42857142857142855,0.3142857142857143,0.195,0.34290241115218345,0.8193719188689319,0.42611896913265035,0.7899073310570631,rice,0.2025980876545247,0.0,0.458470345562344,0.9433651766857263,0.3240908855653384,0.6009327479749517,0.6000000000000001,0.7291087583734863,0.4255620467503647,0.02837651445957401,0.5,0.5502009413079452,1.0,0.24047669284705914,0.041784977136576085,20
0.6,0.32857142857142857,0.15000000000000002,0.38668492923151265,0.7744185024001528,0.3947774472776674,0.6386512967840192,rice,0.11988137295532397,1.0,0.21386643720245313,0.6956110466391778,0.3559534483339726,0.42785951452654986,0.8,0.07591220706344443,0.41540766052311984,0.48676400931835,1.0,0.31418004511880104,0.0,0.49510138847872304,0.11390869599462633,20
0.5214285714285715,0.37142857142857144,0.18000000000000002,0.36215008998165277,0.8245748550623077,0.3607830028397062,0.9053044512410986,rice,0.7016397678138313,0.5,0.3425742292561369,0.7991714332490025,0.5914374263825497,0.152353877325557,0.6000000000000001,0.6209039751292613,0.455664216358206,0.6218450135213911,0.0,0.6693720612427202,0.0,0.7230787871996925,0.66712374974857,20
0.6571428571428571,0.2142857142857143,0.17500000000000002,0.3831768653176626,0.7707684974088922,0.4436216054977843,0.6462286846545733,rice,0.08823665962116312,0.5,0.40437605207262317,0.9607042974563014,0.9976840778665386,0.01753558084909708,0.4000000000000001,0.37639397748457887,0.3216041836859389,0.4178208183641356,0.0,0.6095299115779669,1.0,0.8726041321926508,0.7149500828685835,20
0.6071428571428571,0.2285714285714286,0.17,0.4505665578390452,0.798830511040522,0.44467063302380316,0.7345618837942501,rice,0.42839261379757076,0.0,0.8127255280900678,0.19681585086123096,0.9060757459956887,0.4130348585643399,1.0000000000000002,0.7198030719263238,0.04965420800247248,0.15584594253665401,0.0,0.4593225921140132,0.5,0.1098609639006588,0.06410217121424772,20
0.7,0.34285714285714286,0.165,0.3283059100872979,0.7860230636761913,0.23478623648226982,0.8989814755944943,rice,0.10757933434957534,1.0,0.3448981711965611,0.2989390053202651,0.8736574499251946,0.8510436549033303,1.0000000000000002,0.39961673854614216,0.4671266373334817,0.5610895380536287,0.5,0.9965904966176801,0.0,0.41038448796255006,0.6169500161218879,20
0.6285714285714286,0.35,0.195,0.4852178684838052,0.8121967659912075,0.4112782447685098,0.7649425162239819,rice,0.6663679806841374,1.0,0.9205694628151344,0.056068820896144254,0.7844902416453667,0.4573976234167512,0.8,0.23921161665357565,0.019654101766629208,0.5180970660390329,0.0,0.05787962502423605,0.0,0.7108182281530168,0.6198516289770346,20
0.6785714285714286,0.35714285714285715,0.185,0.5156315122716677,0.7919623117613115,0.3803700651141593,0.6220113042009683,rice,0.698650637289052,1.0,0.915828527688753,0.7122599236184325,0.9029101504416248,0.2064397765919972,1.0000000000000002,0.9967769652720375,0.18564791859848356,0.6574555282131223,0.0,0.5961185417327189,1.0,0.8747719333534103,0.9849754778456348,20
0.7071428571428571,0.37142857142857144,0.15000000000000002,0.5145469284247965,0.7806381896380882,0.38188001752597023,0.9056571927738529,rice,0.5226475049432842,0.0,0.1842263983955288,0.7843445234878588,0.6496398034341215,0.8932962239268558,1.0000000000000002,0.07925466239021789,0.026833717349896095,0.9065901873411315,0.5,0.04173241619861918,0.0,0.9770791639180592,0.7173643233899814,20
0.6785714285714286,0.24285714285714288,0.155,0.43149808683055624,0.8036792478496197,0.3198348508194596,0.9521796012501387,rice,0.40910127497707616,0.5,0.6664468995125687,0.2957781865564237,0.7303591183024905,0.1520751935514595,0.0,0.17484559542965022,0.6271094983084673,0.05177029676516637,1.0,0.20699607068912587,1.0,0.06804408222456138,0.01186657549961273,20
0.42857142857142855,0.2714285714285714,0.195,0.34989485765125283,0.8013427827673443,0.6082872377707842,0.9994313955312446,rice,0.47311151529251216,1.0,0.740036608047677,0.28074002979502816,0.31324415699175434,0.5758645027901061,0.2,0.5441882335524622,0.4572020906626119,0.6181567775583354,0.5,0.06438483516181692,0.5,0.21112006994248994,0.30193441784997294,20
0.45,0.2785714285714286,0.18000000000000002,0.4403843231170613,0.8104014084008061,0.32325168498565693,0.850813962064063,rice,0.022332611033242578,1.0,0.15905751336990193,0.5782381413559423,0.9617265037032485,0.465501479591864,0.8,0.9787331107843462,0.13384718712775406,0.7482811956918884,1.0,0.1691200507337018,0.0,0.4221338594735783,0.8902543609908906,20
0.44285714285714284,0.2642857142857143,0.155,0.4004515401733886,0.7910186310584174,0.454915077831885,0.8209376661889276,rice,0.4849274889263463,0.0,0.8103235408828933,0.8257426020911002,0.6525587982779983,0.8609409159399217,0.2,0.8504578391248308,0.7953049635486471,0.09971484069844816,1.0,0.8917894347739345,1.0,0.060648742925690405,0.6518468637958865,20
0.45714285714285713,0.2857142857142857,0.19,0.48218691293977467,0.8080644357584175,0.3157105755038694,0.6814791230844159,rice,0.3613588954617898,0.5,0.8456745264493619,0.29973822354828256,0.7871163301712096,0.17768302886511123,0.4000000000000001,0.6557607012618323,0.8217852223702484,0.7441691232405929,1.0,0.5959767727247065,0.0,0.4729946549820478,0.021184663059278408,20
0.5928571428571429,0.39285714285714285,0.155,0.4812471183700193,0.7685966439518721,0.5286243821230325,0.6489109996701358,rice,0.6762914875457364,1.0,0.5387728059525119,0.4060558495083616,0.5105318095914901,0.8233737970836951,0.0,0.03608880467657344,0.863806964687704,0.1637328204959031,0.0,0.12639100038311463,0.0,0.8828726932820473,0.9850027803271837,20
0.5857142857142857,0.25,0.17500000000000002,0.4305617918486304,0.8230565101565066,0.43026141783079674,1.0,rice,0.6342051647074727,0.0,0.2295065935393874,0.7780053559805921,0.8712231845705967,0.6699765134935488,0.2,0.13530985936347711,0.4337274209290549,0.972185172898469,0.0,0.06998962250374084,1.0,0.3690259230471969,0.9137444410916538,20
0.6071428571428571,0.33571428571428574,0.2,0.5018069271394441,0.7945158911355392,0.5784350602364936,0.8813556305461989,rice,0.04509349223884229,0.0,0.689089350924394,0.48750885892529056,0.18037371530198065,0.09014763679377703,1.0000000000000002,0.6057388279699034,0.9010151057820595,0.8779866293835044,0.0,0.45866965901362455,1.0,0.15491072390104527,0.45649793754683293,20
0.65,0.2142857142857143,0.165,0.46116761396985995,0.7730384454026569,0.40892636217359535,0.5872776309741595,rice,0.23206142621376435,0.0,0.3889301305281898,0.9342502105342105,0.5789503985289528,0.42722496766840007,1.0000000000000002,0.25164677247080064,0.9901515869248335,0.5346112762515838,0.5,0.43945858741690086,0.5,0.10314792523103107,0.5646010008765769,20
0.5428571428571428,0.3142857142857143,0.185,0.46293223436075526,0.819160656158316,0.26462383920044064,0.6349756189434616,rice,0.28279782867775904,1.0,0.7361742527606492,0.49490599926246115,0.731073109139591,0.6023223325116754,0.4000000000000001,0.11753004749131435,0.8856241234397164,0.24576803399228403,0.5,0.10990166334022304,1.0,0.18297204600304137,0.310623823202728,20
0.5285714285714286,0.24285714285714288,0.165,0.41364520580389286,0.8204716650326481,0.6651747889904522,0.7646307071398394,rice,0.5403744467697329,1.0,0.9888858901119957,0.5605223433334217,0.4247881089439218,0.16800177143343664,1.0000000000000002,0.8707712042408127,0.12766067934601413,0.05063476794983668,0.5,0.1788765963053908,1.0,0.02954460021314723,0.34740347766849194,20
0.5642857142857143,0.2714285714285714,0.17,0.36845552830781103,0.7751818939246212,0.5533187323620326,0.6847628118796147,rice,0.3209574528339576,0.0,0.5178793515107698,0.39989595809322215,0.23470883342021942,0.3657334441311442,0.6000000000000001,0.048072332377352145,0.5149966090349135,0.6795540974884977,1.0,0.7977104985612751,1.0,0.9566073520516832,0.4450347866560415,20
0.6285714285714286,0.35714285714285715,0.2,0.45365441210153234,0.7717292331114786,0.6571373443559054,0.8389077612673189,rice,0.24080485317503053,1.0,0.29028974726337564,0.7219884507091616,0.7066057842303675,0.07809631381543107,1.0000000000000002,0.7305845790842045,0.10978363199215496,0.3192663994751522,0.0,0.341980507093029,0.5,0.10987941800556329,0.8351917135923517,20
0.42857142857142855,0.22142857142857142,0.19,0.41909957025240785,0.8026362864754764,0.2770385136445359,0.717421923634595,rice,0.7403742396669393,0.0,0.31031734874817607,0.3561713419869956,0.5932662854419135,0.14018298506601623,1.0000000000000002,0.6039834444457464,0.4154443826862239,0.2673476643309521,0.0,0.08639242916666119,1.0,0.40438042751787373,0.044397755514390014,20
0.5428571428571428,0.39285714285714285,0.17,0.3219454218328097,0.7709607889666517,0.5072031236932646,0.67673981052804,rice,0.044233170120818954,0.5,0.6463363941911149,0.22690396110979386,0.9622919550398406,0.9679667129523244,0.2,0.48537773033552706,0.9854728434085506,0.5071270390267832,1.0,0.132895920967111,0.0,0.4128198537244742,0.5858668491061232,20
0.6642857142857143,0.36428571428571427,0.185,0.43132407301083053,0.7928680409428528,0.6030802794687624,0.6282891544590585,rice,0.9573527778353867,0.0,0.5301694706365987,0.4004081193960022,0.1443353619428409,0.6929841422277508,0.4000000000000001,0.3296463635123474,0.2594406519323663,0.5343466062130509,0.0,0.6244143966335414,0.5,0.6239011620225936,0.7237926807931818,20
0.46428571428571425,0.39285714285714285,0.19,0.3772277694519245,0.7890587397674115,0.3348839561292538,0.7442187507067963,rice,0.5634990303405463,1.0,0.6714770727295529,0.7382511192166993,0.09343243338356011,0.06203206000006166,0.4000000000000001,0.6760737319689119,0.7062655379500554,0.34120376907662614,0.0,0.20360698801815907,1.0,0.49992143373246517,0.8332662856898463,20
0.6785714285714286,0.33571428571428574,0.155,0.499385508202293,0.8116554445565048,0.31702964791518984,0.9567027311278595,rice,0.3194220261489341,0.0,0.6445150944975049,0.4983255984493121,0.6098662576617837,0.3050294283929335,0.6000000000000001,0.5780276719398465,0.14402551915400888,0.49327403916867013,0.5,0.43481861795781385,1.0,0.368813561885213,0.1828931236000355,20
0.5357142857142857,0.2357142857142857,0.17,0.4195457530664448,0.8228223034190344,0.421495297083599,0.9474534531095651,rice,0.15423577890358608,1.0,0.7303476242479217,0.8690804618674136,0.7071058421579188,0.09250413039531273,0.2,0.4005540916092594,0.9944610731231766,0.6096041312312603,0.0,0.2846040443715464,0.5,0.783588683408902,0.6644206826946613,20
0.5285714285714286,0.35,0.165,0.48292532597179627,0.8073853675717793,0.5622597792059969,0.7083470645154438,rice,0.5989491935627451,0.0,0.4812772232109306,0.3214581814904894,0.22503637320227865,0.4740334138452455,0.4000000000000001,0.14123807682194162,0.10921051352813575,0.09012645545227199,0.5,0.1054720048072235,1.0,0.7316377563684924,0.7147095192552619,20
0.65,0.22142857142857142,0.2,0.44814523531559625,0.7955346979677048,0.38036804671339086,0.8901237684412788,rice,0.6577578380290059,1.0,0.9410843775278914,0.03807403180069059,0.6496686436404211,0.2845019591609687,1.0000000000000002,0.0839422580822034,0.5130959299706536,0.05558305481563364,0.0,0.133869810315629,0.0,0.8328447108821804,0.7495419868649527,20
0.5071428571428571,0.29285714285714287,0.17500000000000002,0.3286823149191739,0.7916759829980637,0.5803665189244371,0.6170038292290048,rice,0.224607485724728,1.0,0.72602341819897,0.9639598874820617,0.6985330623728467,0.7177238608321199,0.2,0.42326498530878504,0.7021029486573641,0.5426192292530665,0.5,0.21438526747708267,0.5,0.10439779875818063,0.9974048927688708,20
0.7071428571428571,0.35714285714285715,0.15000000000000002,0.37010685226870943,0.7696919855063603,0.46606341814654506,0.9260011374295959,rice,0.17594621684125256,0.0,0.5941409236978008,0.8720493961546896,0.4928539767940743,0.7545811404393653,1.0000000000000002,0.5893977956878407,0.5935929211515678,0.020787043219746892,0.0,0.09031286944148242,0.0,0.3263288237843625,0.14017041746774728,20
0.5142857142857142,0.25,0.165,0.33253532180789946,0.7926615220703341,0.635695672381545,0.8081221205180347,rice,0.2287071444024963,1.0,0.8574027648925668,0.08939663893762975,0.4320611377589847,0.32216439249048595,1.0000000000000002,0.02688417383736802,0.08667130653344131,0.021601915094932644,1.0,0.36506132589810675,1.0,0.20892481735406243,0.5642792257664857,20
0.5928571428571429,0.37857142857142856,0.2,0.48578765108141353,0.8079460104703061,0.3686576481109419,0.8099599204584507,rice,0.23394446994801676,0.0,0.7292791046854672,0.8054688778029402,0.7531051362764458,0.9274719677888468,0.8,0.8916264556343092,0.10415083336378671,0.2662789996511285,0.5,0.3810408961015972,0.0,0.7436839841018164,0.8910849950473982,20
0.6642857142857143,0.37857142857142856,0.165,0.3382955799602697,0.8109228291862188,0.5330431602901815,0.9316866378361162,rice,0.47787392762780534,1.0,0.5667761238657223,0.8803284158441386,0.8071921985047474,0.5310264481335947,0.6000000000000001,0.624865606263658,0.011726220950057716,0.11760373820069286,1.0,0.15440783799980104,0.5,0.3073941885889144,0.041477344047947395,20
0.5,0.22142857142857142,0.185,0.3734709286312877,0.7754065494096496,0.5351907387077712,0.6544757214206767,rice,0.19033098161306083,0.5,0.5921379871182817,0.6666279028103567,0.1615710777468502,0.29360097106483235,0.0,0.6501309242534663,0.28613665849713477,0.06233906807162859,0.5,0.9838303699645294,1.0,0.7796073395472787,0.2185797549057275,20
0.5428571428571428,0.3,0.185,0.32304391306926206,0.8052965239322784,0.3474813561041046,0.8745354978249916,rice,0.13889789045918355,0.0,0.49962017422537985,0.7399420668552676,0.11021403870238133,0.10915139158814625,0.6000000000000001,0.15340635904959166,0.1341455541886583,0.5595009042460966,0.5,0.858694496822151,1.0,0.6625313721800924,0.613743814729067,20
0.7071428571428571,0.2571428571428572,0.155,0.4485632030614398,0.7989646668425696,0.5029128571139263,0.5832622064452652,rice,0.3468624212976349,0.0,0.7177543159960338,0.7141585965754622,0.5115033873736694,0.3915100980733835,0.4000000000000001,0.4543421445989169,0.47828837587221046,0.8041511982003833,1.0,0.666916780908785,0.0,0.2362444749559445,0.6567373901843969,20
0.7071428571428571,0.35,0.16,0.35345378581881237,0.7708123245422375,0.32503224197337477,0.6411444728827358,rice,0.26883974669298616,1.0,0.6238863272808679,0.13234863639584213,0.031156154299261107,0.9007676729947278,1.0000000000000002,0.8592510928399566,0.668772868397984,0.06909162229094423,0.0,0.5866763709744159,0.5,0.23225133362125225,0.11462162754585231,20
0.6142857142857142,0.38571428571428573,0.15000000000000002,0.4867035683387331,0.7915324783376879,0.5352570630553264,0.8022335062851275,rice,0.014238836103521502,0.0,0.31340994340688777,0.4256416011511998,0.5145783715842098,0.02648422611321531,0.6000000000000001,0.15467609845492997,0.2349590034544597,0.14298978510739135,0.5,0.6775587454143918,0.5,0.01858567275795627,0.8848760221277661,20
0.4928571428571428,0.29285714285714287,0.18000000000000002,0.4251262757049832,0.7702401321139195,0.23441804419644707,0.872642595447478,rice,0.4434065541120469,0.5,0.8341603378779983,0.7925306346779377,0.7844033465491789,0.8083088793002537,1.0000000000000002,0.13591169731820113,0.6646993091023509,0.7407325731723156,0.5,0.23334719778590085,0.0,0.433753692776608,0.5251820654722883,20
0.65,0.36428571428571427,0.16,0.41911959044286895,0.7735402616057914,0.44456756535346864,0.8956122818654779,rice,0.667926317059288,0.5,0.8054154061592389,0.3528461215847015,0.8145040546241935,0.399327687390263,0.6000000000000001,0.5841631480319092,0.32270886653300523,0.5939623086539705,0.0,0.8074765766101527,1.0,0.5859274683740165,0.38445817218887396,20
0.4357142857142857,0.33571428571428574,0.18000000000000002,0.4634463311587127,0.8123034184744057,0.5249613147265499,0.6631567445315664,rice,0.4406659738833796,0.5,0.830466571006294,0.07831602975722232,0.768415638832936,0.1969343635044981,0.8,0.6988871038900777,0.41707064806176913,0.9212283352838642,0.5,0.12377815777040636,1.0,0.7593319315453106,0.8026295901858294,20
0.47857142857142854,0.2857142857142857,0.165,0.398918454705556,0.7922259583851896,0.5902735247270381,0.8646568437558132,rice,0.823142118105378,1.0,0.5926620425038982,0.727362122091167,0.4215109018786247,0.9734732515886895,0.2,0.14315842419614666,0.3120133707085609,0.28004276944474965,0.5,0.08358756444952235,0.5,0.7508347154546775,0.49256619154883824,20
0.5642857142857143,0.2642857142857143,0.16,0.46047105768404084,0.8000363579155829,0.47947187139147296,0.9893993874963665,rice,0.9239670883670752,0.0,0.7126546250390535,0.841383322329854,0.026012774550410622,0.6105630923814741,1.0000000000000002,0.4211125570445729,0.8521316038790948,0.38607582737031026,0.5,0.582447953312631,0.5,0.5284682375579578,0.6873689409103327,20
0.5571428571428572,0.2714285714285714,0.185,0.358627078500632,0.8019375686782435,0.5876804700662583,0.6183193719372307,rice,0.8478290534940172,1.0,0.9316173833318409,0.6588188477231117,0.558013049358304,0.8842973167996513,1.0000000000000002,0.03382175744479132,0.15530896133884084,0.5185275400801979,1.0,0.9938305537900354,0.5,0.442276424215095,0.8668435489076045,20
0.5357142857142857,0.35,0.155,0.5012645894481944,0.8202054010504025,0.5472782068893216,0.8524562724237098,rice,0.13358357694065348,0.0,0.7305342925146201,0.8188435997048942,0.2888631233305081,0.5233736361946901,0.8,0.6239962854660905,0.2998412785297298,0.8508554839881868,0.0,0.09910439279358634,1.0,0.7950256472529573,0.8910024595018375,20
0.6928571428571428,0.22142857142857142,0.2,0.38459378289145996,0.7885868465135255,0.5340824959468198,0.9264198928869561,rice,0.5867081872660034,0.5,0.5084784126018793,0.6463121157088283,0.3773621447521043,0.22803093592894003,0.2,0.6928137737155384,0.2215075369612462,0.4004362378736375,0.0,0.5476086273206693,1.0,0.0366423907032539,0.994463931933846,20
