N,P,K,temperature,humidity,rainfall,sunlight_exposure
0.6928571428571428,0.3857142857142857,0.19,0.5031187448826498,0.8140792476573745,0.9022754942329804,0.0041469763653506
0.6928571428571428,0.3214285714285714,0.18,0.4506064257656966,0.7732615441444746,0.8624146825256421,0.3046911239140355
0.4285714285714285,0.3142857142857143,0.195,0.3429024111521834,0.8193719188689319,0.7899073310570631,0.458470345562344
0.6,0.3285714285714285,0.15,0.3866849292315126,0.7744185024001528,0.6386512967840192,0.2138664372024531
0.5214285714285715,0.3714285714285714,0.18,0.3621500899816527,0.8245748550623077,0.9053044512410986,0.3425742292561369
0.6571428571428571,0.2142857142857143,0.175,0.3831768653176626,0.7707684974088922,0.6462286846545733,0.4043760520726231
0.6071428571428571,0.2285714285714286,0.17,0.4505665578390452,0.798830511040522,0.7345618837942501,0.8127255280900678
0.7,0.3428571428571428,0.165,0.3283059100872979,0.7860230636761913,0.8989814755944943,0.3448981711965611
0.6285714285714286,0.35,0.195,0.4852178684838052,0.8121967659912075,0.7649425162239819,0.9205694628151344
0.6785714285714286,0.3571428571428571,0.185,0.5156315122716677,0.7919623117613115,0.6220113042009683,0.915828527688753
0.7071428571428571,0.3714285714285714,0.15,0.5145469284247965,0.7806381896380882,0.9056571927738528,0.1842263983955288
0.6785714285714286,0.2428571428571428,0.155,0.4314980868305562,0.8036792478496197,0.9521796012501388,0.6664468995125687
0.4285714285714285,0.2714285714285714,0.195,0.3498948576512528,0.8013427827673443,0.9994313955312446,0.740036608047677
0.45,0.2785714285714286,0.18,0.4403843231170613,0.8104014084008061,0.850813962064063,0.1590575133699019
0.4428571428571428,0.2642857142857143,0.155,0.4004515401733886,0.7910186310584174,0.8209376661889276,0.8103235408828933
0.4571428571428571,0.2857142857142857,0.19,0.4821869129397746,0.8080644357584175,0.6814791230844159,0.8456745264493619
0.5928571428571429,0.3928571428571428,0.155,0.4812471183700193,0.7685966439518721,0.6489109996701358,0.5387728059525119
0.5857142857142857,0.25,0.175,0.4305617918486304,0.8230565101565066,1.0,0.2295065935393874
0.6071428571428571,0.3357142857142857,0.2,0.5018069271394441,0.7945158911355392,0.8813556305461989,0.689089350924394
0.65,0.2142857142857143,0.165,0.4611676139698599,0.7730384454026569,0.5872776309741595,0.3889301305281898
0.5428571428571428,0.3142857142857143,0.185,0.4629322343607552,0.819160656158316,0.6349756189434616,0.7361742527606492
0.5285714285714286,0.2428571428571428,0.165,0.4136452058038928,0.8204716650326481,0.7646307071398394,0.9888858901119956
0.5642857142857143,0.2714285714285714,0.17,0.368455528307811,0.7751818939246212,0.6847628118796147,0.5178793515107698
0.6285714285714286,0.3571428571428571,0.2,0.4536544121015323,0.7717292331114786,0.8389077612673189,0.2902897472633756
0.4285714285714285,0.2214285714285714,0.19,0.4190995702524078,0.8026362864754764,0.717421923634595,0.310317348748176
0.5428571428571428,0.3928571428571428,0.17,0.3219454218328097,0.7709607889666517,0.67673981052804,0.6463363941911149
0.6642857142857143,0.3642857142857142,0.185,0.4313240730108305,0.7928680409428528,0.6282891544590585,0.5301694706365987
0.4642857142857142,0.3928571428571428,0.19,0.3772277694519245,0.7890587397674115,0.7442187507067963,0.6714770727295529
0.6785714285714286,0.3357142857142857,0.155,0.499385508202293,0.8116554445565048,0.9567027311278596,0.6445150944975049
0.5357142857142857,0.2357142857142857,0.17,0.4195457530664448,0.8228223034190344,0.9474534531095652,0.7303476242479217
0.5285714285714286,0.35,0.165,0.4829253259717962,0.8073853675717793,0.7083470645154438,0.4812772232109306
0.65,0.2214285714285714,0.2,0.4481452353155962,0.7955346979677048,0.8901237684412788,0.9410843775278914
0.5071428571428571,0.2928571428571428,0.175,0.3286823149191739,0.7916759829980637,0.6170038292290048,0.72602341819897
0.7071428571428571,0.3571428571428571,0.15,0.3701068522687094,0.7696919855063603,0.926001137429596,0.5941409236978008
0.5142857142857142,0.25,0.165,0.3325353218078994,0.7926615220703341,0.8081221205180347,0.8574027648925668
0.5928571428571429,0.3785714285714285,0.2,0.4857876510814135,0.8079460104703061,0.8099599204584507,0.7292791046854672
0.6642857142857143,0.3785714285714285,0.165,0.3382955799602697,0.8109228291862188,0.9316866378361162,0.5667761238657223
0.5,0.2214285714285714,0.185,0.3734709286312877,0.7754065494096496,0.6544757214206767,0.5921379871182817
0.5428571428571428,0.3,0.185,0.323043913069262,0.8052965239322784,0.8745354978249916,0.4996201742253798
0.7071428571428571,0.2571428571428572,0.155,0.4485632030614398,0.7989646668425696,0.5832622064452652,0.7177543159960338
0.7071428571428571,0.35,0.16,0.3534537858188123,0.7708123245422375,0.6411444728827358,0.6238863272808679
0.6142857142857142,0.3857142857142857,0.15,0.4867035683387331,0.7915324783376879,0.8022335062851275,0.3134099434068877
0.4928571428571428,0.2928571428571428,0.18,0.4251262757049832,0.7702401321139195,0.872642595447478,0.8341603378779983
0.65,0.3642857142857142,0.16,0.4191195904428689,0.7735402616057914,0.8956122818654779,0.8054154061592389
0.4357142857142857,0.3357142857142857,0.18,0.4634463311587127,0.8123034184744057,0.6631567445315664,0.830466571006294
0.4785714285714285,0.2857142857142857,0.165,0.398918454705556,0.7922259583851896,0.8646568437558132,0.5926620425038982
0.5642857142857143,0.2642857142857143,0.16,0.4604710576840408,0.8000363579155829,0.9893993874963664,0.7126546250390535
0.5571428571428572,0.2714285714285714,0.185,0.358627078500632,0.8019375686782435,0.6183193719372307,0.9316173833318409
0.5357142857142857,0.35,0.155,0.5012645894481944,0.8202054010504025,0.8524562724237098,0.7305342925146201
0.6928571428571428,0.2214285714285714,0.2,0.3845937828914599,0.7885868465135255,0.926419892886956,0.5084784126018793
0.4785714285714285,0.3,0.195,0.5137774036093355,0.7877380544712488,0.9347736543619878,0.3916773641592985
0.5214285714285715,0.2142857142857143,0.165,0.4609360328485649,0.7899930096688791,0.5954214483449002,0.8462871958759424
0.5499999999999999,0.2214285714285714,0.16,0.5181884702224991,0.7839394559199626,0.6264275509354796,0.2837920371398043
0.5785714285714285,0.2571428571428572,0.165,0.3974995305215838,0.8104012508016996,0.649192723844644,0.3851693110819185
0.4857142857142857,0.3714285714285714,0.19,0.4953542039707916,0.7713345822010705,0.5844934617565878,0.7439793084377937
0.5142857142857142,0.2857142857142857,0.15,0.4764472597728798,0.8012798906915928,0.6292326579079562,0.7104318120559829
0.4357142857142857,0.3428571428571428,0.19,0.5043801804406566,0.7792268559255169,0.7298608232371149,0.74550336373707
0.4785714285714285,0.2714285714285714,0.17,0.4940641232132243,0.824870127545692,0.5983226078068953,0.9044105625129472
0.4785714285714285,0.3785714285714285,0.17,0.4722276429383524,0.7732468734291199,0.718179375659194,0.4532255032082948
0.4714285714285714,0.3928571428571428,0.165,0.3804923962285776,0.8073873783310692,0.7599285149092664,0.6267213025182019
0.5857142857142857,0.2714285714285714,0.165,0.4149375144066478,0.7836230805545774,0.7979404096911548,0.0813183639006541
0.6,0.3214285714285714,0.195,0.4780583063358383,0.7833095045272834,0.5835974106323488,0.493428249038482
0.5785714285714285,0.3428571428571428,0.185,0.4261164019575223,0.7789858291479493,0.7669951932870933,0.9807974918709176
0.65,0.3214285714285714,0.175,0.3443087203492952,0.8151309039293788,0.7544955001874991,0.8112721912930543
0.6642857142857143,0.3428571428571428,0.165,0.519494129540484,0.7892328992621542,0.9716875453261236,0.1971366398830526
0.6428571428571428,0.2785714285714286,0.165,0.4306886237867862,0.8122108624205505,0.7939320884788352,0.2846611967706458
0.5785714285714285,0.2857142857142857,0.15,0.5079812259009711,0.7683351313902118,0.7138707029275813,0.7588215170070063
0.5571428571428572,0.25,0.165,0.5061320036342726,0.8118907185583933,0.8191676797135141,0.4925622460736261
0.4285714285714285,0.3285714285714285,0.155,0.3980193834471126,0.7996941326804504,0.850677876357239,0.2035928162530261
0.6285714285714286,0.2928571428571428,0.185,0.397635239407025,0.8073080483535336,0.625308509128889,0.0174130652564831
0.6642857142857143,0.3,0.16,0.3646443311062192,0.7918684488364044,0.990532607195194,0.0613367325013952
0.4285714285714285,0.3571428571428571,0.2,0.3610630860360807,0.8057418140836774,0.9605407962029796,0.2090520725436847
0.5571428571428572,0.2142857142857143,0.195,0.5084045474767361,0.8214225970442514,0.587072654377368,0.2855557294096247
0.4642857142857142,0.2285714285714286,0.175,0.4170288466874117,0.8088425109467978,0.6042863030038437,0.7636892363757868
0.5071428571428571,0.35,0.055,0.3956383549644447,0.5766501829744293,0.2426748703747824,0.7806425781975965
0.4357142857142857,0.2785714285714286,0.06,0.4956843483032328,0.6686206789238394,0.2947918664695623,0.7566379178260831
0.5714285714285714,0.2714285714285714,0.055,0.4227610619389138,0.6688393381769819,0.1670877648497106,0.19152194159956
0.5214285714285715,0.3785714285714285,0.0799999999999999,0.3198434120214848,0.5065649340363982,0.1452869208392324,0.1922671302788955
0.4357142857142857,0.2357142857142857,0.075,0.2769953570637417,0.5650353629414452,0.1624834679759787,0.2781633947792601
0.4857142857142857,0.2571428571428572,0.055,0.3716294404077812,0.5080310037501565,0.294144926128402,0.6124695182813633
0.6642857142857143,0.2571428571428572,0.06,0.481954941859488,0.6094700989361463,0.3062854501493771,0.717837196403585
0.6357142857142857,0.3928571428571428,0.07,0.4696222316502548,0.6116414362006819,0.2078511515810626,0.425395828092113
0.5428571428571428,0.2785714285714286,0.06,0.332603074815371,0.5633929899884719,0.161907322753957,0.4474695666871624
0.4785714285714285,0.3928571428571428,0.1,0.4618660290888997,0.6127611243090868,0.319760474743859,0.3368992961902362
0.5,0.2785714285714286,0.07,0.4158189970511525,0.690544386649836,0.2661619070170943,0.7064341393033442
0.6428571428571428,0.3142857142857143,0.0799999999999999,0.459528725080967,0.631101218612986,0.1934388515856877,0.8990599672020052
0.4428571428571428,0.3357142857142857,0.055,0.3859300521251312,0.5200667797459115,0.1568497170557539,0.6240624628723048
0.6571428571428571,0.2785714285714286,0.055,0.2884330591634055,0.6008844611179451,0.2678316322555852,0.6495804010227682
0.4714285714285714,0.35,0.0799999999999999,0.469569509424161,0.5359317889462348,0.1865015366666862,0.3466024921044155
0.45,0.3785714285714285,0.0849999999999999,0.2705431257197482,0.4785619302464208,0.1563229525299289,0.8858343017100136
0.5,0.3,0.06,0.4530077292464667,0.6551060601042024,0.3016047927661704,0.8256430728555886
0.4357142857142857,0.2571428571428572,0.06,0.4681914382508859,0.5949781741102249,0.202886746555315,0.6538584878984697
0.4714285714285714,0.3428571428571428,0.07,0.4094083271863991,0.5349492080943526,0.1626952646476503,0.4490705479344643
0.5285714285714286,0.3571428571428571,0.07,0.2646975816134028,0.5673524688807616,0.2300166404966268,0.3835033848153857
0.5499999999999999,0.3714285714285714,0.0799999999999999,0.4621683595030151,0.6946295871672622,0.2138665911987206,0.7719825915667669
0.7071428571428571,0.3214285714285714,0.0499999999999999,0.2674741576389403,0.663017617146723,0.2438173174873382,0.626362154771327
0.5285714285714286,0.3642857142857142,0.0849999999999999,0.2713915901146332,0.6112825845514367,0.2183032742310625,0.834183056702483
0.5928571428571429,0.2857142857142857,0.0799999999999999,0.2871684976206649,0.5190246080004526,0.2139115075330207,0.6996856056547569
0.7142857142857143,0.3071428571428571,0.055,0.4847452364644401,0.6178429409812157,0.1950920236751373,0.9937576791124584
0.5642857142857143,0.3285714285714285,0.055,0.4738131545044793,0.6327332322535514,0.2739459302662168,0.9885862782425884
0.6714285714285714,0.2428571428571428,0.065,0.4322969730616505,0.5042905207734976,0.296817920106713,0.7631015929097777
0.5357142857142857,0.3142857142857143,0.0499999999999999,0.3647096927095441,0.6678541530319428,0.2955788228373591,0.0302509405330082
0.5571428571428572,0.3071428571428571,0.0849999999999999,0.4093012543182612,0.5698130020224177,0.1804335409130916,0.7190250526959534
0.6214285714285714,0.35,0.075,0.481821706731564,0.5740892833491743,0.3183742584905552,0.990585289595254
0.6214285714285714,0.2142857142857143,0.1,0.362113637567787,0.5704844470084507,0.1641043043830677,0.2896520655657209
0.45,0.2714285714285714,0.07,0.278121766092806,0.4814675046005465,0.2542736696141255,0.9431625846303816
0.6,0.3714285714285714,0.1,0.3933859934366736,0.6268330639640693,0.1587841764578386,0.0458334104059924
0.4571428571428571,0.2142857142857143,0.09,0.4073108350456864,0.5556993517982576,0.153861481717579,0.4189379751532294
0.4285714285714285,0.2928571428571428,0.0849999999999999,0.4610632820055387,0.5990883058497563,0.2432865845240653,0.6228907828043888
0.7,0.2785714285714286,0.0799999999999999,0.4862601077770525,0.6979514315062816,0.3135702706175825,0.305997521403929
0.5357142857142857,0.3642857142857142,0.065,0.3033830048256832,0.561097924826654,0.1463656393249299,0.0991720881483975
0.6142857142857142,0.3571428571428571,0.0799999999999999,0.3648767251442345,0.5294000341295972,0.3216836391468816,0.0602333683145775
0.7,0.2142857142857143,0.065,0.4296087228911593,0.7065840710707718,0.2570590977555259,0.4270182352991922
0.5428571428571428,0.3714285714285714,0.065,0.2913816670758106,0.7030479633388129,0.2660374779777925,0.7938590124803879
0.7071428571428571,0.3642857142857142,0.06,0.4385364994229344,0.6867761104699606,0.1827359979555077,0.5259790419288815
0.4285714285714285,0.2785714285714286,0.09,0.4582242815512435,0.6507819772536032,0.2030449674712457,0.7389424140509231
0.5285714285714286,0.3071428571428571,0.06,0.3674611070544,0.5368357976028142,0.1760623889939481,0.5497001938781374
0.6357142857142857,0.3928571428571428,0.06,0.4748894992840049,0.5010533562659204,0.2927591154812288,0.0836070762337332
0.4928571428571428,0.3285714285714285,0.09,0.384269075890093,0.6835507002193634,0.3104379566169821,0.9784402248721704
0.6857142857142857,0.2928571428571428,0.0849999999999999,0.3373752270987629,0.6386000560250243,0.1655571276656371,0.7425286136709095
0.4357142857142857,0.3928571428571428,0.0499999999999999,0.4605290436391558,0.6355810232626992,0.255252712782332,0.2970829142262625
0.5285714285714286,0.3785714285714285,0.065,0.3217120774311595,0.4910889384579361,0.3190703806407962,0.5017535001596061
0.5285714285714286,0.2714285714285714,0.09,0.4914504214945289,0.5556538798481816,0.2851405514750493,0.4127868909540715
0.45,0.2714285714285714,0.06,0.3002375648971119,0.5974122307186248,0.1836122664939756,0.0400376148125312
0.7071428571428571,0.2214285714285714,0.075,0.337279925597592,0.5959579209778763,0.2088558197159224,0.6009875734412538
0.5499999999999999,0.2214285714285714,0.09,0.4559134410959161,0.4955007470839249,0.2451684319969166,0.7303373433061411
0.6214285714285714,0.3928571428571428,0.09,0.3284807942128523,0.5792412131924634,0.1519397383730588,0.1168402769233271
0.4285714285714285,0.2357142857142857,0.06,0.2752856551801181,0.5830089379504461,0.2019115828714315,0.6394754464355545
0.6714285714285714,0.35,0.06,0.4179536030152051,0.5539443163650672,0.3129473896537082,0.0444417239135973
0.6785714285714286,0.2357142857142857,0.0849999999999999,0.3163207107285949,0.5481201355755472,0.2894125739025601,0.755485504041068
0.6,0.2785714285714286,0.0799999999999999,0.3742802657059649,0.5558828416033953,0.3127619367589165,0.0138346577923144
0.5499999999999999,0.3785714285714285,0.07,0.4011478175481409,0.4928576626158968,0.2923813477987373,0.7086649397161591
0.4714285714285714,0.2785714285714286,0.075,0.294190123611894,0.6388531863206561,0.2174030607759935,0.7432251114937007
0.45,0.2142857142857143,0.055,0.378812161930438,0.5960706111050126,0.2282083556053986,0.1481571377600101
0.5642857142857143,0.2857142857142857,0.075,0.4298383140451211,0.5247938260140533,0.250588187888983,0.6859577814128957
0.5142857142857142,0.3928571428571428,0.1,0.278320899699164,0.638907285509465,0.2439064378842693,0.4624423124941914
0.4785714285714285,0.3285714285714285,0.095,0.4211586972002722,0.5489980724871014,0.1601107630414017,0.9617023617229226
0.6142857142857142,0.2214285714285714,0.095,0.5085877073986655,0.6839851719095138,0.1908579578262107,0.4349344353443802
0.5428571428571428,0.3071428571428571,0.065,0.3004308164068059,0.6459903666793672,0.2263312323122946,0.8523216155186071
0.5357142857142857,0.3428571428571428,0.065,0.340412805058956,0.5270353718724502,0.2997683321522864,0.4231137872168002
0.5785714285714285,0.2857142857142857,0.09,0.3013211157400322,0.6273220561960805,0.2299934930325747,0.0266698228329681
0.5214285714285715,0.2857142857142857,0.0799999999999999,0.4527899484840657,0.692113743855061,0.2744063269590222,0.3809859797339079
0.5071428571428571,0.2142857142857143,0.095,0.3858861356838284,0.5280199041069047,0.1715680896287265,0.5039565299630149
0.6857142857142857,0.35,0.0849999999999999,0.4842576809813298,0.5491642318732348,0.2263197624247788,0.4474486800815032
0.7071428571428571,0.2428571428571428,0.065,0.2977237566690952,0.6304868326693014,0.2430031812335847,0.5138564317691812
0.4428571428571428,0.3071428571428571,0.075,0.3694750891470967,0.5391343578252044,0.2712517664501306,0.2500369474158456
0.6142857142857142,0.2285714285714286,0.055,0.3354821807872262,0.524408577739315,0.1702858477586361,0.8757024080375326
0.6714285714285714,0.3214285714285714,0.07,0.4154362731045521,0.692543022357182,0.2779948444610429,0.2407855960562229
0.5428571428571428,0.2428571428571428,0.095,0.4427302954628704,0.4828185603294315,0.1581726925591926,0.4943011296412216
0.5499999999999999,0.3357142857142857,0.06,0.4602054006318583,0.6005793379321492,0.199790432739371,0.1276167346591675
0.5285714285714286,0.2428571428571428,0.09,0.3960088581873597,0.6009610778477971,0.2441585185377099,0.8859494686646878
0.5785714285714285,0.3142857142857143,0.075,0.2644541875180373,0.5407702837965154,0.3018546475796266,0.743297825401291
0.45,0.2642857142857143,0.0799999999999999,0.4142547099859262,0.6774453640235013,0.1684612094317838,0.4074961631534881
0.7071428571428571,0.2357142857142857,0.0799999999999999,0.4033775542807668,0.6688826257871088,0.170708467108374,0.4821710015571951
0.6428571428571428,0.3357142857142857,0.1,0.4920871809119177,0.6428295774285473,0.2982306329667002,0.7641660923764166
0.4857142857142857,0.25,0.07,0.496937032883047,0.6059885060300183,0.3126467708439269,0.1678631596343603
0.4285714285714285,0.3714285714285714,0.095,0.282224925792192,0.5517162410890799,0.1969514484938287,0.3240962815499961
0.5071428571428571,0.3357142857142857,0.065,0.4672104629786247,0.4866707975208417,0.2081902240794395,0.7941228740719453
0.4357142857142857,0.3857142857142857,0.06,0.4164375055842919,0.5247987983766876,0.3046430654226188,0.704955281959913
0.6285714285714286,0.2357142857142857,0.0499999999999999,0.4664794032130607,0.6026785654979823,0.1518980252494057,0.5312058085878109
0.4642857142857142,0.3928571428571428,0.0849999999999999,0.4746655707133678,0.6796535050539421,0.3150763641399909,0.9072382214793796
0.5571428571428572,0.2285714285714286,0.0849999999999999,0.4739334977430952,0.5723026675514086,0.1951132644670405,0.4683036474493025
0.5571428571428572,0.3785714285714285,0.0499999999999999,0.4643828746354779,0.6247798811178262,0.1534129832596672,0.3405907396300938
0.6571428571428571,0.3928571428571428,0.09,0.2824058481127854,0.6679406420451353,0.1786307544458727,0.594600327168969
0.5642857142857143,0.3857142857142857,0.06,0.3315461160766587,0.5772077214855208,0.3172068938689123,0.5759385145083795
0.65,0.3571428571428571,0.0499999999999999,0.2659218318986297,0.680699843785106,0.2110672558326287,0.6141524194101518
0.5428571428571428,0.3285714285714285,0.065,0.4976836370625089,0.6731433043356966,0.2142562703369254,0.2049682411746097
0.6214285714285714,0.3071428571428571,0.1,0.2820184567099997,0.549680917102961,0.2637306540770263,0.8725596289993924
0.5071428571428571,0.3928571428571428,0.0849999999999999,0.4949531246917644,0.5262647832832288,0.2354802488781096,0.943736130893793
0.6428571428571428,0.3714285714285714,0.095,0.2898966165786442,0.682923491937707,0.2232104127726904,0.3591851462187088
0.4785714285714285,0.2142857142857143,0.0849999999999999,0.4154911987854623,0.5714681305874644,0.3181225021064621,0.0962442809136593
0.4285714285714285,0.35,0.07,0.2847243646483052,0.5627459865124421,0.1797124309822319,0.2892660909759128
0.5928571428571429,0.3785714285714285,0.09,0.3132429090292784,0.5296612149282233,0.1627358848980979,0.5192985497659537
0.5928571428571429,0.3714285714285714,0.07,0.4850748267050397,0.658969024883653,0.282115215857858,0.9205452804763684
0.2857142857142857,0.4785714285714285,0.36,0.2352755398390017,0.0318531232506834,0.2455191172969977,0.922639405851898
0.1642857142857142,0.4785714285714285,0.3949999999999999,0.2925392016617,0.0335210319250738,0.2145355130210307,0.983873105677918
0.2785714285714286,0.3785714285714285,0.3999999999999999,0.2600326327583703,0.0133901772352087,0.1736600015225146,0.5779964238479995
0.1571428571428571,0.4785714285714285,0.3999999999999999,0.2881616666437308,0.0163321240866259,0.2453727484508695,0.8385720331026159
0.2571428571428571,0.4428571428571428,0.36,0.2738565475858081,0.0618937606527692,0.2121521578897683,0.560978729788941
0.2285714285714285,0.4857142857142857,0.38,0.3335773797515642,0.0133577924269329,0.2603656150984242,0.3317508196422476
0.4142857142857142,0.4642857142857143,0.3949999999999999,0.3394177109182491,0.0274155791921967,0.1956244630582496,0.4407665253355521
0.4214285714285714,0.4642857142857143,0.3949999999999999,0.2441675098713258,0.0523918454783291,0.2242009612515876,0.1517116663180859
0.3,0.4071428571428571,0.35,0.2683930158011193,0.0541999722126294,0.22144409008105,0.8437254739301288
0.1999999999999999,0.4928571428571429,0.38,0.2636182442788205,0.0472638823646112,0.2219316531515831,0.8611190241471101
0.4142857142857142,0.4357142857142857,0.37,0.3491570810644431,0.0592211488080837,0.2634878267759876,0.3769749929734163
0.3071428571428571,0.4357142857142857,0.37,0.3052143592804306,0.0112844891558877,0.1953461761891224,0.5261775838556177
0.4142857142857142,0.4142857142857143,0.38,0.3152891779474084,0.0051282500817433,0.2110800156482328,0.3187332009058361
0.1642857142857142,0.4071428571428571,0.3999999999999999,0.2912087726306439,0.0613374531878451,0.2173517405352292,0.5421075071772503
0.1928571428571428,0.4071428571428571,0.36,0.2689166311565939,0.0052805098332731,0.1795250252861265,0.972417059226689
0.1999999999999999,0.4785714285714285,0.3949999999999999,0.2841896221186051,0.0574394829754481,0.1845483975035771,0.201012482885097
0.3571428571428571,0.3642857142857142,0.355,0.3491939808264087,0.0653504420512622,0.1914722216896381,0.0544802617806239
0.2785714285714286,0.4714285714285714,0.3949999999999999,0.3287214910201236,0.0249325325923759,0.2238634327868935,0.7754912517524573
0.1785714285714285,0.5214285714285715,0.355,0.2483442406859917,0.01747356110505,0.1679853835751807,0.5588001310449406
0.2214285714285714,0.4642857142857143,0.36,0.3461284044419065,0.0007593955530422,0.2523847893117879,0.2536053339900347
0.1857142857142857,0.5357142857142857,0.39,0.2369972317420952,0.0220197535910088,0.1835782869391867,0.922789652261442
0.1785714285714285,0.45,0.36,0.3233225231301532,0.0099710459527941,0.2354519571499448,0.431685423908404
0.2214285714285714,0.5214285714285715,0.355,0.2509753889805824,0.0086467791556906,0.2482469001490488,0.7945339177039927
0.4285714285714285,0.45,0.39,0.2954097879334696,0.0487229551913123,0.2346632082832751,0.7734237004565458
0.4214285714285714,0.4071428571428571,0.39,0.2798001467227449,0.0578840460245291,0.1894677737462036,0.0436582836296814
0.1571428571428571,0.4428571428571428,0.365,0.2393237509018341,0.0019426970068332,0.1872305478696358,0.0361361757107816
0.2571428571428571,0.4285714285714285,0.375,0.2714942692726328,0.0282439104142658,0.1963837402745098,0.9434043417478568
0.4214285714285714,0.3928571428571428,0.3949999999999999,0.2928158251986041,0.0514351204455313,0.2676449099465317,0.0511990517159568
0.3857142857142857,0.5142857142857142,0.3999999999999999,0.2386292686583921,0.0327587169973151,0.2282560151161117,0.1892663649420045
0.3071428571428571,0.45,0.38,0.2482773235508838,0.0428643899163252,0.2109199835518357,0.8472418800622898
0.1999999999999999,0.5071428571428571,0.385,0.3368839370194243,0.0,0.2283038132658025,0.7371174181309827
0.3,0.5285714285714286,0.3999999999999999,0.2409819592601746,0.0182289190413063,0.2024960479050842,0.2244966745713332
0.2285714285714285,0.3928571428571428,0.39,0.3117876337232169,0.060475764965824,0.2570495585028949,0.8224788997093881
0.1571428571428571,0.5214285714285715,0.355,0.2589064240172943,0.0563867586224518,0.2015939338493842,0.7154075946271787
0.2214285714285714,0.5285714285714286,0.35,0.2867891668050978,0.0215743901811057,0.2497582673056032,0.3508527883018106
0.1999999999999999,0.3785714285714285,0.38,0.2481888146245816,0.0266566287895548,0.2627604717681326,0.255907332205015
0.4071428571428571,0.3785714285714285,0.36,0.2840996018501336,0.038799288359426,0.2191153212000931,0.5697260911080786
0.35,0.3571428571428571,0.365,0.2820710925654852,0.0223938516414644,0.2209329246137428,0.5561713369306898
0.3285714285714285,0.5071428571428571,0.36,0.2700157651510603,0.0633119730822312,0.2282658109173148,0.5174385936659125
0.3857142857142857,0.4,0.36,0.2865526137783977,0.0111770830899889,0.2059705830429006,0.2443861313261861
0.2714285714285714,0.3928571428571428,0.355,0.2819201617929353,0.0414177043094111,0.2073538990507034,0.9413264884516276
0.4214285714285714,0.3571428571428571,0.37,0.3311790369748958,0.0307697767263477,0.2228975985469782,0.6838528051198107
0.2571428571428571,0.5071428571428571,0.35,0.274191639720229,0.0277637104859289,0.1807418981417661,0.7928848243407325
